IM2LATEX HME,IM2LATEX HME,IM2LATEX HME,IM2LATEX HME,IM2LATEX PME,IM2LATEX PME,IM2LATEX PME,IM2LATEX PME
360,60,6.0,44332.png,337,87,3.8735632183908044,44332.png
360,60,6.0,44346.png,332,96,3.4583333333333335,44346.png
360,100,3.6,44395.png,253,101,2.504950495049505,44395.png
600,100,6.0,44433.png,816,92,8.869565217391305,44433.png
600,100,6.0,44449.png,925,56,16.517857142857142,44449.png
500,100,5.0,44476.png,804,56,14.357142857142858,44476.png
200,40,5.0,445.png,281,57,4.9298245614035086,445.png
320,40,8.0,44524.png,530,57,9.298245614035087,44524.png
400,50,8.0,44536.png,653,58,11.258620689655173,44536.png
500,100,5.0,44559.png,775,56,13.839285714285714,44559.png
360,60,6.0,44574.png,244,93,2.6236559139784945,44574.png
240,40,6.0,44604.png,394,53,7.433962264150943,44604.png
360,60,6.0,44637.png,256,94,2.723404255319149,44637.png
120,50,2.4,44754.png,155,87,1.7816091954022988,44754.png
200,50,4.0,44800.png,334,88,3.7954545454545454,44800.png
360,50,7.2,44809.png,618,87,7.103448275862069,44809.png
360,60,6.0,44906.png,226,100,2.26,44906.png
200,50,4.0,44907.png,338,88,3.840909090909091,44907.png
240,40,6.0,44911.png,390,57,6.842105263157895,44911.png
240,50,4.8,44958.png,388,95,4.08421052631579,44958.png
160,40,4.0,4507.png,278,69,4.028985507246377,4507.png
360,100,3.6,45075.png,224,108,2.074074074074074,45075.png
120,50,2.4,45115.png,144,62,2.3225806451612905,45115.png
160,40,4.0,45185.png,263,62,4.241935483870968,45185.png
360,60,6.0,45193.png,400,99,4.040404040404041,45193.png
360,60,6.0,45195.png,473,95,4.978947368421053,45195.png
200,40,5.0,45211.png,330,54,6.111111111111111,45211.png
200,50,4.0,45225.png,273,87,3.1379310344827585,45225.png
240,40,6.0,45278.png,375,54,6.944444444444445,45278.png
400,50,8.0,45312.png,697,61,11.426229508196721,45312.png
120,50,2.4,45392.png,34,43,0.7906976744186046,45392.png
120,50,2.4,45487.png,185,57,3.245614035087719,45487.png
160,40,4.0,455.png,276,61,4.524590163934426,455.png
280,40,7.0,45516.png,480,56,8.571428571428571,45516.png
500,100,5.0,45529.png,784,89,8.808988764044944,45529.png
500,100,5.0,45550.png,754,72,10.472222222222221,45550.png
360,60,6.0,45580.png,302,94,3.2127659574468086,45580.png
200,40,5.0,45586.png,342,61,5.60655737704918,45586.png
400,50,8.0,45602.png,695,49,14.183673469387756,45602.png
120,50,2.4,45733.png,158,88,1.7954545454545454,45733.png
360,100,3.6,45734.png,238,106,2.2452830188679247,45734.png
360,60,6.0,4578.png,184,96,1.9166666666666667,4578.png
600,100,6.0,45808.png,909,57,15.947368421052632,45808.png
360,60,6.0,4582.png,295,101,2.9207920792079207,4582.png
360,60,6.0,45847.png,411,102,4.029411764705882,45847.png
360,60,6.0,45862.png,299,102,2.9313725490196076,45862.png
500,100,5.0,45879.png,740,102,7.254901960784314,45879.png
360,100,3.6,45881.png,329,102,3.2254901960784315,45881.png
240,50,4.8,4594.png,387,90,4.3,4594.png
360,60,6.0,45955.png,399,99,4.03030303030303,45955.png
280,50,5.6,46037.png,420,88,4.7727272727272725,46037.png
360,60,6.0,46044.png,543,101,5.376237623762377,46044.png
200,40,5.0,46065.png,314,57,5.508771929824562,46065.png
500,100,5.0,46115.png,843,79,10.670886075949367,46115.png
120,50,2.4,4613.png,197,57,3.456140350877193,4613.png
280,40,7.0,46155.png,491,57,8.614035087719298,46155.png
600,100,6.0,4618.png,929,56,16.589285714285715,4618.png
360,60,6.0,46189.png,436,104,4.1923076923076925,46189.png
160,40,4.0,46204.png,230,69,3.3333333333333335,46204.png
360,60,6.0,46235.png,190,95,2.0,46235.png
240,50,4.8,46312.png,408,87,4.689655172413793,46312.png
500,100,5.0,46441.png,765,53,14.433962264150944,46441.png
280,50,5.6,46447.png,468,87,5.379310344827586,46447.png
400,50,8.0,46554.png,657,55,11.945454545454545,46554.png
500,100,5.0,46570.png,856,53,16.150943396226417,46570.png
360,100,3.6,46658.png,222,108,2.0555555555555554,46658.png
360,60,6.0,4668.png,207,91,2.2747252747252746,4668.png
360,60,6.0,46706.png,455,92,4.945652173913044,46706.png
360,60,6.0,46777.png,395,89,4.438202247191011,46777.png
240,40,6.0,46789.png,420,59,7.11864406779661,46789.png
500,100,5.0,46797.png,743,59,12.59322033898305,46797.png
160,40,4.0,46868.png,270,61,4.426229508196721,46868.png
500,100,5.0,46890.png,830,56,14.821428571428571,46890.png
280,40,7.0,46895.png,446,27,16.51851851851852,46895.png
320,50,6.4,4701.png,487,85,5.729411764705882,4701.png
360,60,6.0,47041.png,160,98,1.6326530612244898,47041.png
360,60,6.0,47140.png,296,105,2.8190476190476192,47140.png
360,100,3.6,47208.png,313,104,3.0096153846153846,47208.png
360,100,3.6,47259.png,433,104,4.163461538461538,47259.png
280,40,7.0,47287.png,478,53,9.018867924528301,47287.png
400,50,8.0,47337.png,660,53,12.452830188679245,47337.png
200,40,5.0,47350.png,320,53,6.037735849056604,47350.png
200,50,4.0,47386.png,308,88,3.5,47386.png
400,50,8.0,47406.png,627,57,11.0,47406.png
240,40,6.0,47441.png,367,57,6.43859649122807,47441.png
200,50,4.0,47560.png,336,94,3.574468085106383,47560.png
360,60,6.0,47614.png,314,105,2.9904761904761905,47614.png
360,60,6.0,47633.png,310,92,3.369565217391304,47633.png
240,50,4.8,47641.png,375,88,4.261363636363637,47641.png
500,100,5.0,47726.png,730,57,12.807017543859649,47726.png
400,50,8.0,47756.png,644,88,7.318181818181818,47756.png
360,60,6.0,47796.png,259,100,2.59,47796.png
120,50,2.4,4786.png,196,50,3.92,4786.png
200,50,4.0,47996.png,302,88,3.4318181818181817,47996.png
200,50,4.0,48025.png,284,93,3.053763440860215,48025.png
360,50,7.2,48095.png,626,88,7.113636363636363,48095.png
360,100,3.6,48178.png,261,105,2.4857142857142858,48178.png
360,60,6.0,48279.png,361,92,3.9239130434782608,48279.png
200,50,4.0,48307.png,296,81,3.654320987654321,48307.png
360,60,6.0,4831.png,350,96,3.6458333333333335,4831.png
240,40,6.0,48342.png,375,61,6.147540983606557,48342.png
360,100,3.6,48362.png,291,103,2.825242718446602,48362.png
360,100,3.6,48395.png,402,106,3.792452830188679,48395.png
240,40,6.0,484.png,373,57,6.543859649122807,484.png
160,40,4.0,48416.png,219,58,3.7758620689655173,48416.png
500,100,5.0,48491.png,736,90,8.177777777777777,48491.png
600,100,6.0,48615.png,1007,106,9.5,48615.png
240,40,6.0,48634.png,363,53,6.849056603773585,48634.png
240,40,6.0,48768.png,381,50,7.62,48768.png
200,50,4.0,48775.png,342,87,3.9310344827586206,48775.png
160,40,4.0,48787.png,228,57,4.0,48787.png
500,100,5.0,4881.png,718,87,8.25287356321839,4881.png
240,40,6.0,48826.png,389,54,7.203703703703703,48826.png
280,40,7.0,48884.png,473,69,6.855072463768116,48884.png
360,60,6.0,49015.png,294,101,2.910891089108911,49015.png
200,50,4.0,49016.png,296,87,3.4022988505747125,49016.png
320,40,8.0,49066.png,535,64,8.359375,49066.png
400,50,8.0,49081.png,668,56,11.928571428571429,49081.png
240,40,6.0,49089.png,389,53,7.339622641509434,49089.png
240,40,6.0,49120.png,392,52,7.538461538461538,49120.png
360,60,6.0,49124.png,304,99,3.0707070707070705,49124.png
360,100,3.6,492.png,583,99,5.888888888888889,492.png
120,50,2.4,49205.png,164,49,3.3469387755102042,49205.png
200,50,4.0,49255.png,316,88,3.590909090909091,49255.png
280,40,7.0,49266.png,468,57,8.210526315789474,49266.png
120,50,2.4,49295.png,176,63,2.7936507936507935,49295.png
360,100,3.6,49300.png,454,102,4.450980392156863,49300.png
240,40,6.0,49324.png,371,54,6.87037037037037,49324.png
240,50,4.8,4940.png,362,89,4.067415730337078,4940.png
600,100,6.0,49434.png,899,105,8.561904761904762,49434.png
200,40,5.0,4947.png,292,53,5.509433962264151,4947.png
360,60,6.0,4958.png,457,105,4.352380952380952,4958.png
160,40,4.0,4960.png,242,69,3.5072463768115942,4960.png
360,60,6.0,4965.png,235,99,2.3737373737373737,4965.png
160,40,4.0,49651.png,282,55,5.127272727272727,49651.png
360,100,3.6,49654.png,267,100,2.67,49654.png
320,50,6.4,4966.png,502,87,5.7701149425287355,4966.png
600,100,6.0,49791.png,928,56,16.571428571428573,49791.png
360,60,6.0,49809.png,563,96,5.864583333333333,49809.png
200,40,5.0,4981.png,294,58,5.068965517241379,4981.png
360,60,6.0,49811.png,184,99,1.8585858585858586,49811.png
280,40,7.0,49823.png,483,50,9.66,49823.png
360,60,6.0,49839.png,520,93,5.591397849462366,49839.png
240,40,6.0,49910.png,358,56,6.392857142857143,49910.png
160,40,4.0,49945.png,228,45,5.066666666666666,49945.png
320,40,8.0,49964.png,552,57,9.68421052631579,49964.png
360,60,6.0,49968.png,282,86,3.2790697674418605,49968.png
240,40,6.0,49991.png,371,63,5.888888888888889,49991.png
360,60,6.0,50022.png,296,93,3.182795698924731,50022.png
500,100,5.0,50081.png,812,56,14.5,50081.png
360,60,6.0,50110.png,243,101,2.405940594059406,50110.png
200,40,5.0,50158.png,340,57,5.964912280701754,50158.png
500,100,5.0,50160.png,771,56,13.767857142857142,50160.png
240,40,6.0,50288.png,424,57,7.43859649122807,50288.png
240,40,6.0,50316.png,365,57,6.4035087719298245,50316.png
120,50,2.4,50392.png,184,53,3.4716981132075473,50392.png
360,60,6.0,50405.png,316,99,3.191919191919192,50405.png
280,40,7.0,50448.png,463,48,9.645833333333334,50448.png
320,40,8.0,5058.png,534,64,8.34375,5058.png
200,50,4.0,50625.png,305,89,3.4269662921348316,50625.png
360,60,6.0,50768.png,286,99,2.888888888888889,50768.png
200,40,5.0,50780.png,324,59,5.491525423728813,50780.png
360,60,6.0,50820.png,266,98,2.7142857142857144,50820.png
120,50,2.4,50838.png,112,44,2.5454545454545454,50838.png
400,160,2.5,50885.png,667,104,6.413461538461538,50885.png
360,100,3.6,50978.png,374,101,3.702970297029703,50978.png
120,50,2.4,51039.png,194,80,2.425,51039.png
360,40,9.0,5112.png,613,59,10.389830508474576,5112.png
360,60,6.0,51140.png,241,94,2.5638297872340425,51140.png
360,40,9.0,51357.png,624,53,11.773584905660377,51357.png
400,160,2.5,51398.png,658,88,7.4772727272727275,51398.png
400,160,2.5,51413.png,641,113,5.672566371681416,51413.png
360,60,6.0,51443.png,307,99,3.101010101010101,51443.png
360,60,6.0,51449.png,236,96,2.4583333333333335,51449.png
240,40,6.0,51507.png,378,57,6.631578947368421,51507.png
360,60,6.0,51523.png,591,99,5.96969696969697,51523.png
320,40,8.0,51589.png,563,52,10.826923076923077,51589.png
360,60,6.0,51718.png,306,99,3.090909090909091,51718.png
320,40,8.0,51938.png,537,56,9.589285714285714,51938.png
360,60,6.0,51991.png,340,100,3.4,51991.png
120,50,2.4,5204.png,98,53,1.849056603773585,5204.png
500,100,5.0,52046.png,766,99,7.737373737373737,52046.png
200,50,4.0,52089.png,249,88,2.8295454545454546,52089.png
360,60,6.0,52100.png,561,99,5.666666666666667,52100.png
120,50,2.4,52110.png,216,40,5.4,52110.png
400,50,8.0,52144.png,665,56,11.875,52144.png
240,40,6.0,52181.png,364,51,7.137254901960785,52181.png
500,100,5.0,52244.png,754,53,14.226415094339623,52244.png
320,40,8.0,52250.png,539,53,10.169811320754716,52250.png
320,40,8.0,52280.png,533,53,10.056603773584905,52280.png
360,60,6.0,52384.png,152,89,1.7078651685393258,52384.png
120,50,2.4,52402.png,162,87,1.8620689655172413,52402.png
360,60,6.0,52457.png,304,99,3.0707070707070705,52457.png
160,40,4.0,52458.png,269,53,5.0754716981132075,52458.png
500,100,5.0,52516.png,822,87,9.448275862068966,52516.png
500,100,5.0,52559.png,869,53,16.39622641509434,52559.png
360,50,7.2,5256.png,564,80,7.05,5256.png
280,40,7.0,5257.png,442,53,8.339622641509434,5257.png
240,40,6.0,52596.png,388,50,7.76,52596.png
400,50,8.0,5262.png,696,54,12.88888888888889,5262.png
120,50,2.4,52660.png,155,54,2.8703703703703702,52660.png
200,50,4.0,52671.png,260,87,2.9885057471264367,52671.png
600,100,6.0,52695.png,883,87,10.149425287356323,52695.png
200,40,5.0,52722.png,302,62,4.870967741935484,52722.png
280,40,7.0,52762.png,447,56,7.982142857142857,52762.png
400,50,8.0,52777.png,674,56,12.035714285714286,52777.png
360,60,6.0,52821.png,426,93,4.580645161290323,52821.png
240,50,4.8,5283.png,396,87,4.551724137931035,5283.png
160,40,4.0,52886.png,272,56,4.857142857142857,52886.png
801,31,25.838709677419356,52932.png,1184,56,21.142857142857142,52932.png
120,50,2.4,53102.png,164,87,1.8850574712643677,53102.png
240,40,6.0,53157.png,417,53,7.867924528301887,53157.png
240,40,6.0,53172.png,395,56,7.053571428571429,53172.png
400,50,8.0,53177.png,638,53,12.037735849056604,53177.png
500,100,5.0,53258.png,747,56,13.339285714285714,53258.png
320,40,8.0,5328.png,502,54,9.296296296296296,5328.png
280,50,5.6,53291.png,435,87,5.0,53291.png
360,100,3.6,53356.png,592,111,5.333333333333333,53356.png
200,40,5.0,53360.png,336,44,7.636363636363637,53360.png
360,60,6.0,53375.png,622,101,6.158415841584159,53375.png
400,50,8.0,53423.png,640,65,9.846153846153847,53423.png
200,50,4.0,5346.png,242,87,2.781609195402299,5346.png
500,100,5.0,53499.png,780,49,15.918367346938776,53499.png
120,50,2.4,53579.png,50,42,1.1904761904761905,53579.png
160,40,4.0,53597.png,234,57,4.105263157894737,53597.png
200,50,4.0,5371.png,257,78,3.2948717948717947,5371.png
280,40,7.0,53736.png,476,57,8.350877192982455,53736.png
160,40,4.0,53861.png,239,56,4.267857142857143,53861.png
360,60,6.0,53881.png,595,108,5.5092592592592595,53881.png
200,40,5.0,53889.png,297,59,5.033898305084746,53889.png
360,60,6.0,53896.png,534,98,5.448979591836735,53896.png
280,40,7.0,539.png,453,56,8.089285714285714,539.png
280,40,7.0,53930.png,453,53,8.547169811320755,53930.png
280,40,7.0,54027.png,493,54,9.12962962962963,54027.png
360,60,6.0,54041.png,340,90,3.7777777777777777,54041.png
360,60,6.0,54216.png,362,98,3.693877551020408,54216.png
360,100,3.6,54249.png,509,105,4.847619047619047,54249.png
360,60,6.0,54349.png,437,98,4.459183673469388,54349.png
360,60,6.0,54362.png,208,96,2.1666666666666665,54362.png
200,50,4.0,54442.png,276,87,3.1724137931034484,54442.png
360,60,6.0,54479.png,333,93,3.5806451612903225,54479.png
600,100,6.0,54521.png,946,52,18.192307692307693,54521.png
200,40,5.0,54646.png,321,56,5.732142857142857,54646.png
360,60,6.0,54664.png,439,99,4.434343434343434,54664.png
200,50,4.0,54703.png,272,86,3.1627906976744184,54703.png
360,60,6.0,54705.png,288,98,2.938775510204082,54705.png
200,40,5.0,54729.png,293,56,5.232142857142857,54729.png
360,60,6.0,54755.png,253,98,2.5816326530612246,54755.png
360,60,6.0,54758.png,285,99,2.878787878787879,54758.png
280,40,7.0,54802.png,480,57,8.421052631578947,54802.png
360,60,6.0,54810.png,381,87,4.379310344827586,54810.png
360,40,9.0,54836.png,616,60,10.266666666666667,54836.png
360,60,6.0,54839.png,580,98,5.918367346938775,54839.png
320,50,6.4,54857.png,540,88,6.136363636363637,54857.png
280,40,7.0,54860.png,482,57,8.456140350877194,54860.png
360,40,9.0,54998.png,596,58,10.275862068965518,54998.png
360,60,6.0,55021.png,194,96,2.0208333333333335,55021.png
360,60,6.0,55040.png,472,81,5.827160493827161,55040.png
360,60,6.0,55104.png,279,95,2.9368421052631577,55104.png
200,50,4.0,55131.png,321,94,3.4148936170212765,55131.png
500,100,5.0,55156.png,752,65,11.569230769230769,55156.png
160,40,4.0,5519.png,258,53,4.867924528301887,5519.png
120,50,2.4,55214.png,49,43,1.1395348837209303,55214.png
360,60,6.0,55373.png,573,98,5.846938775510204,55373.png
800,100,8.0,5543.png,1192,53,22.49056603773585,5543.png
280,40,7.0,55442.png,442,53,8.339622641509434,55442.png
600,100,6.0,55463.png,886,54,16.40740740740741,55463.png
360,100,3.6,55495.png,600,109,5.504587155963303,55495.png
200,40,5.0,55529.png,339,56,6.053571428571429,55529.png
360,60,6.0,55582.png,269,99,2.717171717171717,55582.png
600,100,6.0,55628.png,935,87,10.74712643678161,55628.png
360,60,6.0,55734.png,381,101,3.772277227722772,55734.png
120,50,2.4,55738.png,192,63,3.0476190476190474,55738.png
200,40,5.0,55741.png,326,49,6.653061224489796,55741.png
500,100,5.0,55878.png,738,53,13.924528301886792,55878.png
400,50,8.0,55959.png,671,62,10.82258064516129,55959.png
400,50,8.0,55965.png,642,71,9.04225352112676,55965.png
240,40,6.0,55986.png,414,57,7.2631578947368425,55986.png
360,60,6.0,56022.png,548,93,5.89247311827957,56022.png
360,50,7.2,56036.png,614,87,7.057471264367816,56036.png
360,50,7.2,56094.png,616,87,7.080459770114943,56094.png
360,60,6.0,5610.png,372,99,3.757575757575758,5610.png
160,40,4.0,56159.png,237,57,4.157894736842105,56159.png
280,40,7.0,5618.png,424,70,6.057142857142857,5618.png
400,160,2.5,56277.png,652,96,6.791666666666667,56277.png
360,60,6.0,56357.png,344,99,3.474747474747475,56357.png
360,60,6.0,56359.png,437,94,4.648936170212766,56359.png
200,50,4.0,56377.png,342,88,3.8863636363636362,56377.png
360,60,6.0,56425.png,593,107,5.542056074766355,56425.png
120,50,2.4,56441.png,98,50,1.96,56441.png
800,100,8.0,56452.png,1083,53,20.433962264150942,56452.png
500,100,5.0,56462.png,710,108,6.574074074074074,56462.png
240,50,4.8,56557.png,383,87,4.402298850574713,56557.png
360,60,6.0,5658.png,530,98,5.408163265306122,5658.png
240,40,6.0,56722.png,363,61,5.950819672131147,56722.png
120,50,2.4,56728.png,172,49,3.510204081632653,56728.png
360,60,6.0,56745.png,419,101,4.148514851485149,56745.png
280,40,7.0,56837.png,441,57,7.7368421052631575,56837.png
360,60,6.0,56915.png,418,84,4.976190476190476,56915.png
360,100,3.6,56943.png,142,120,1.1833333333333333,56943.png
160,40,4.0,56949.png,220,53,4.150943396226415,56949.png
160,40,4.0,56980.png,284,53,5.3584905660377355,56980.png
360,40,9.0,56984.png,612,56,10.928571428571429,56984.png
120,50,2.4,56995.png,124,53,2.339622641509434,56995.png
400,50,8.0,57032.png,679,53,12.81132075471698,57032.png
200,50,4.0,57034.png,343,89,3.853932584269663,57034.png
160,40,4.0,57096.png,228,59,3.864406779661017,57096.png
360,60,6.0,57127.png,538,101,5.326732673267327,57127.png
360,60,6.0,57167.png,533,100,5.33,57167.png
360,60,6.0,57171.png,572,93,6.150537634408602,57171.png
360,100,3.6,57187.png,228,105,2.1714285714285713,57187.png
320,40,8.0,57241.png,541,57,9.491228070175438,57241.png
200,40,5.0,57267.png,314,53,5.9245283018867925,57267.png
200,50,4.0,57294.png,297,94,3.1595744680851063,57294.png
200,40,5.0,57369.png,292,57,5.12280701754386,57369.png
120,50,2.4,57371.png,167,54,3.0925925925925926,57371.png
240,50,4.8,57414.png,393,88,4.465909090909091,57414.png
200,50,4.0,57422.png,311,87,3.574712643678161,57422.png
500,100,5.0,57522.png,724,104,6.961538461538462,57522.png
280,50,5.6,57586.png,480,87,5.517241379310345,57586.png
360,60,6.0,57600.png,324,96,3.375,57600.png
320,40,8.0,57605.png,548,53,10.339622641509434,57605.png
360,60,6.0,57650.png,402,88,4.568181818181818,57650.png
200,50,4.0,5775.png,232,89,2.606741573033708,5775.png
240,40,6.0,57762.png,405,57,7.105263157894737,57762.png
280,40,7.0,57775.png,451,59,7.6440677966101696,57775.png
240,40,6.0,578.png,412,54,7.62962962962963,578.png
200,40,5.0,57848.png,299,57,5.245614035087719,57848.png
500,100,5.0,57893.png,735,58,12.672413793103448,57893.png
500,100,5.0,5790.png,793,59,13.440677966101696,5790.png
160,40,4.0,57936.png,248,49,5.061224489795919,57936.png
200,40,5.0,5798.png,313,62,5.048387096774194,5798.png
280,50,5.6,58071.png,469,88,5.329545454545454,58071.png
200,50,4.0,58261.png,261,80,3.2625,58261.png
280,40,7.0,58348.png,421,53,7.943396226415095,58348.png
360,40,9.0,58410.png,568,63,9.015873015873016,58410.png
160,40,4.0,58433.png,235,65,3.6153846153846154,58433.png
160,40,4.0,58470.png,239,57,4.192982456140351,58470.png
360,100,3.6,5850.png,469,108,4.342592592592593,5850.png
120,50,2.4,58508.png,181,51,3.549019607843137,58508.png
320,40,8.0,58641.png,503,57,8.824561403508772,58641.png
240,50,4.8,5869.png,366,92,3.9782608695652173,5869.png
800,100,8.0,58705.png,1065,59,18.050847457627118,58705.png
360,100,3.6,58743.png,228,104,2.1923076923076925,58743.png
320,40,8.0,58826.png,498,53,9.39622641509434,58826.png
360,100,3.6,58837.png,317,110,2.881818181818182,58837.png
500,100,5.0,58908.png,784,54,14.518518518518519,58908.png
360,60,6.0,58929.png,197,94,2.095744680851064,58929.png
360,60,6.0,59004.png,491,96,5.114583333333333,59004.png
360,60,6.0,59087.png,313,97,3.2268041237113403,59087.png
320,50,6.4,59089.png,488,79,6.177215189873418,59089.png
240,40,6.0,59103.png,368,63,5.841269841269841,59103.png
240,40,6.0,59106.png,365,53,6.886792452830188,59106.png
400,160,2.5,59238.png,626,99,6.3232323232323235,59238.png
280,40,7.0,59251.png,477,57,8.368421052631579,59251.png
280,50,5.6,59264.png,430,87,4.942528735632184,59264.png
200,50,4.0,5934.png,317,87,3.6436781609195403,5934.png
200,50,4.0,59353.png,237,87,2.7241379310344827,59353.png
400,50,8.0,59354.png,645,61,10.573770491803279,59354.png
360,60,6.0,59401.png,212,93,2.2795698924731185,59401.png
360,60,6.0,59414.png,216,94,2.297872340425532,59414.png
280,50,5.6,59462.png,468,88,5.318181818181818,59462.png
800,100,8.0,59509.png,1200,56,21.428571428571427,59509.png
360,40,9.0,59537.png,630,63,10.0,59537.png
280,40,7.0,59553.png,458,59,7.762711864406779,59553.png
320,40,8.0,59585.png,528,57,9.263157894736842,59585.png
200,40,5.0,59597.png,295,62,4.758064516129032,59597.png
120,50,2.4,59625.png,36,50,0.72,59625.png
200,40,5.0,59655.png,346,58,5.9655172413793105,59655.png
200,40,5.0,59660.png,320,57,5.614035087719298,59660.png
360,100,3.6,59742.png,297,104,2.855769230769231,59742.png
280,40,7.0,59767.png,440,56,7.857142857142857,59767.png
400,160,2.5,59918.png,621,102,6.088235294117647,59918.png
320,40,8.0,59930.png,528,53,9.962264150943396,59930.png
500,100,5.0,59955.png,742,116,6.396551724137931,59955.png
120,50,2.4,60004.png,204,80,2.55,60004.png
200,50,4.0,60022.png,228,88,2.590909090909091,60022.png
280,40,7.0,60047.png,455,66,6.893939393939394,60047.png
240,50,4.8,60054.png,371,88,4.215909090909091,60054.png
500,100,5.0,60153.png,840,56,15.0,60153.png
360,100,3.6,60209.png,270,105,2.5714285714285716,60209.png
320,40,8.0,6021.png,527,58,9.086206896551724,6021.png
200,50,4.0,60249.png,329,87,3.781609195402299,60249.png
400,50,8.0,60254.png,617,56,11.017857142857142,60254.png
360,40,9.0,60282.png,607,52,11.673076923076923,60282.png
200,40,5.0,60305.png,349,63,5.5396825396825395,60305.png
360,40,9.0,60325.png,563,57,9.87719298245614,60325.png
120,50,2.4,60398.png,50,42,1.1904761904761905,60398.png
360,60,6.0,60439.png,206,100,2.06,60439.png
500,100,5.0,60446.png,820,56,14.642857142857142,60446.png
500,100,5.0,60453.png,831,58,14.327586206896552,60453.png
320,40,8.0,60472.png,553,58,9.53448275862069,60472.png
240,50,4.8,60557.png,354,87,4.068965517241379,60557.png
280,40,7.0,60605.png,476,58,8.206896551724139,60605.png
360,60,6.0,60625.png,523,91,5.747252747252747,60625.png
280,50,5.6,60651.png,426,87,4.896551724137931,60651.png
360,100,3.6,60680.png,308,106,2.9056603773584904,60680.png
800,100,8.0,60799.png,1093,94,11.627659574468085,60799.png
280,40,7.0,60810.png,429,58,7.396551724137931,60810.png
320,40,8.0,60861.png,528,56,9.428571428571429,60861.png
200,50,4.0,60900.png,250,87,2.8735632183908044,60900.png
360,100,3.6,60948.png,419,108,3.8796296296296298,60948.png
360,60,6.0,6097.png,310,98,3.163265306122449,6097.png
120,50,2.4,61027.png,183,88,2.0795454545454546,61027.png
360,100,3.6,61059.png,386,104,3.7115384615384617,61059.png
360,40,9.0,61062.png,578,56,10.321428571428571,61062.png
360,60,6.0,61116.png,311,93,3.3440860215053765,61116.png
320,40,8.0,61128.png,514,53,9.69811320754717,61128.png
400,50,8.0,61167.png,671,87,7.712643678160919,61167.png
360,60,6.0,61208.png,481,96,5.010416666666667,61208.png
400,50,8.0,61224.png,647,69,9.376811594202898,61224.png
240,40,6.0,61262.png,408,59,6.915254237288136,61262.png
200,50,4.0,61289.png,266,87,3.057471264367816,61289.png
240,40,6.0,61307.png,397,64,6.203125,61307.png
400,50,8.0,61353.png,630,56,11.25,61353.png
320,40,8.0,61360.png,509,64,7.953125,61360.png
320,40,8.0,61393.png,544,58,9.379310344827585,61393.png
200,40,5.0,614.png,317,53,5.981132075471698,614.png
200,50,4.0,61472.png,300,88,3.409090909090909,61472.png
360,60,6.0,61476.png,359,106,3.3867924528301887,61476.png
120,50,2.4,61503.png,201,57,3.526315789473684,61503.png
200,50,4.0,61590.png,300,79,3.7974683544303796,61590.png
360,60,6.0,61604.png,582,98,5.938775510204081,61604.png
360,60,6.0,6168.png,468,105,4.457142857142857,6168.png
240,40,6.0,61755.png,400,53,7.547169811320755,61755.png
360,60,6.0,61835.png,387,104,3.7211538461538463,61835.png
320,40,8.0,61861.png,537,56,9.589285714285714,61861.png
280,40,7.0,61945.png,488,54,9.037037037037036,61945.png
240,40,6.0,62029.png,379,54,7.018518518518518,62029.png
360,60,6.0,62057.png,428,93,4.602150537634409,62057.png
200,40,5.0,62077.png,295,53,5.566037735849057,62077.png
360,60,6.0,62232.png,578,101,5.7227722772277225,62232.png
160,40,4.0,62239.png,252,54,4.666666666666667,62239.png
200,40,5.0,62247.png,336,53,6.339622641509434,62247.png
280,40,7.0,62259.png,447,61,7.327868852459017,62259.png
360,60,6.0,62316.png,199,88,2.2613636363636362,62316.png
600,100,6.0,62345.png,884,104,8.5,62345.png
360,40,9.0,62394.png,603,62,9.725806451612904,62394.png
360,60,6.0,62431.png,218,99,2.202020202020202,62431.png
360,60,6.0,62526.png,477,98,4.86734693877551,62526.png
360,60,6.0,62557.png,379,91,4.164835164835165,62557.png
360,60,6.0,62559.png,311,84,3.7023809523809526,62559.png
360,60,6.0,62563.png,272,93,2.924731182795699,62563.png
500,100,5.0,62647.png,844,89,9.48314606741573,62647.png
360,40,9.0,62656.png,561,60,9.35,62656.png
360,60,6.0,62708.png,389,99,3.9292929292929295,62708.png
360,60,6.0,62900.png,396,89,4.449438202247191,62900.png
240,50,4.8,62915.png,411,87,4.724137931034483,62915.png
800,100,8.0,6292.png,1181,84,14.05952380952381,6292.png
800,100,8.0,6294.png,1154,50,23.08,6294.png
160,40,4.0,6297.png,269,49,5.489795918367347,6297.png
360,60,6.0,63014.png,340,89,3.8202247191011236,63014.png
280,40,7.0,63038.png,480,56,8.571428571428571,63038.png
120,50,2.4,63050.png,50,43,1.1627906976744187,63050.png
320,50,6.4,63071.png,548,92,5.956521739130435,63071.png
360,100,3.6,63083.png,341,99,3.4444444444444446,63083.png
400,50,8.0,63093.png,641,56,11.446428571428571,63093.png
400,50,8.0,6312.png,684,53,12.90566037735849,6312.png
120,50,2.4,6314.png,50,42,1.1904761904761905,6314.png
160,40,4.0,63146.png,217,55,3.9454545454545453,63146.png
200,40,5.0,63154.png,334,56,5.964285714285714,63154.png
240,40,6.0,63156.png,377,57,6.614035087719298,63156.png
360,60,6.0,6319.png,562,98,5.73469387755102,6319.png
360,100,3.6,63191.png,317,105,3.019047619047619,63191.png
160,40,4.0,63192.png,283,49,5.775510204081633,63192.png
